# frequency,filingStatus,variant,minCents,maxCents,taxCents
# Auto-generated from IRS Pub. 15-T 2025 wage-bracket biweekly table.
frequency,filingStatus,variant,minCents,maxCents,taxCents
BIWEEKLY,MARRIED,STEP2_CHECKBOX,107500,109000,5100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,107500,109000,2200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,107500,109000,7100
BIWEEKLY,SINGLE,STANDARD,107500,109000,5100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,107500,109000,9100
BIWEEKLY,MARRIED,STANDARD,109000,110500,0
BIWEEKLY,MARRIED,STEP2_CHECKBOX,109000,110500,5300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,109000,110500,2300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,109000,110500,7300
BIWEEKLY,SINGLE,STANDARD,109000,110500,5300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,109000,110500,9200
BIWEEKLY,MARRIED,STANDARD,110500,112000,0
BIWEEKLY,MARRIED,STEP2_CHECKBOX,110500,112000,5500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,110500,112000,2500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,110500,112000,7500
BIWEEKLY,SINGLE,STANDARD,110500,112000,5500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,110500,112000,9400
BIWEEKLY,MARRIED,STANDARD,112000,113500,0
BIWEEKLY,MARRIED,STEP2_CHECKBOX,112000,113500,5700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,112000,113500,2600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,112000,113500,7700
BIWEEKLY,SINGLE,STANDARD,112000,113500,5700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,112000,113500,9600
BIWEEKLY,MARRIED,STANDARD,113500,115000,0
BIWEEKLY,MARRIED,STEP2_CHECKBOX,113500,115000,5900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,113500,115000,2800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,113500,115000,7900
BIWEEKLY,SINGLE,STANDARD,113500,115000,5900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,113500,115000,9800
BIWEEKLY,MARRIED,STANDARD,115000,116500,0
BIWEEKLY,MARRIED,STEP2_CHECKBOX,115000,116500,6000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,115000,116500,2900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,115000,116500,8000
BIWEEKLY,SINGLE,STANDARD,115000,116500,6000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,115000,116500,10000
BIWEEKLY,MARRIED,STANDARD,116500,118000,200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,116500,118000,6200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,116500,118000,3100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,116500,118000,8200
BIWEEKLY,SINGLE,STANDARD,116500,118000,6200
BIWEEKLY,SINGLE,STEP2_CHECKBOX,116500,118000,10100
BIWEEKLY,MARRIED,STANDARD,118000,119500,300
BIWEEKLY,MARRIED,STEP2_CHECKBOX,118000,119500,6400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,118000,119500,3200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,118000,119500,8400
BIWEEKLY,SINGLE,STANDARD,118000,119500,6400
BIWEEKLY,SINGLE,STEP2_CHECKBOX,118000,119500,10300
BIWEEKLY,MARRIED,STANDARD,119500,121000,500
BIWEEKLY,MARRIED,STEP2_CHECKBOX,119500,121000,6600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,119500,121000,3400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,119500,121000,8600
BIWEEKLY,SINGLE,STANDARD,119500,121000,6600
BIWEEKLY,SINGLE,STEP2_CHECKBOX,119500,121000,10500
BIWEEKLY,MARRIED,STANDARD,121000,122500,600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,121000,122500,6800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,121000,122500,3500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,121000,122500,8800
BIWEEKLY,SINGLE,STANDARD,121000,122500,6800
BIWEEKLY,SINGLE,STEP2_CHECKBOX,121000,122500,10700
BIWEEKLY,MARRIED,STANDARD,122500,124500,800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,122500,124500,7000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,122500,124500,3700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,122500,124500,9000
BIWEEKLY,SINGLE,STANDARD,122500,124500,7000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,122500,124500,11000
BIWEEKLY,MARRIED,STANDARD,124500,126500,1000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,124500,126500,7200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,124500,126500,3900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,124500,126500,9200
BIWEEKLY,SINGLE,STANDARD,124500,126500,7200
BIWEEKLY,SINGLE,STEP2_CHECKBOX,124500,126500,11500
BIWEEKLY,MARRIED,STANDARD,126500,128500,1200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,126500,128500,7500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,126500,128500,4100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,126500,128500,9500
BIWEEKLY,SINGLE,STANDARD,126500,128500,7500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,126500,128500,11900
BIWEEKLY,MARRIED,STANDARD,128500,130500,1400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,128500,130500,7700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,128500,130500,4300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,128500,130500,9700
BIWEEKLY,SINGLE,STANDARD,128500,130500,7700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,128500,130500,12400
BIWEEKLY,MARRIED,STANDARD,130500,132500,1600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,130500,132500,7900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,130500,132500,4500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,130500,132500,9900
BIWEEKLY,SINGLE,STANDARD,130500,132500,7900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,130500,132500,12800
BIWEEKLY,MARRIED,STANDARD,132500,134500,1800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,132500,134500,8200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,132500,134500,4700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,132500,134500,10200
BIWEEKLY,SINGLE,STANDARD,132500,134500,8200
BIWEEKLY,SINGLE,STEP2_CHECKBOX,132500,134500,13200
BIWEEKLY,MARRIED,STANDARD,134500,136500,2000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,134500,136500,8400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,134500,136500,4900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,134500,136500,10400
BIWEEKLY,SINGLE,STANDARD,134500,136500,8400
BIWEEKLY,SINGLE,STEP2_CHECKBOX,134500,136500,13700
BIWEEKLY,MARRIED,STANDARD,136500,138500,2200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,136500,138500,8700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,136500,138500,5100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,136500,138500,10700
BIWEEKLY,SINGLE,STANDARD,136500,138500,8700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,136500,138500,14100
BIWEEKLY,MARRIED,STANDARD,138500,140500,2400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,138500,140500,8900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,138500,140500,5300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,138500,140500,10900
BIWEEKLY,SINGLE,STANDARD,138500,140500,8900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,138500,140500,14600
BIWEEKLY,MARRIED,STANDARD,140500,142500,2600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,140500,142500,9100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,140500,142500,5500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,140500,142500,11100
BIWEEKLY,SINGLE,STANDARD,140500,142500,9100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,140500,142500,15000
BIWEEKLY,MARRIED,STANDARD,142500,144500,2800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,142500,144500,9400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,142500,144500,5700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,142500,144500,11400
BIWEEKLY,SINGLE,STANDARD,142500,144500,9400
BIWEEKLY,SINGLE,STEP2_CHECKBOX,142500,144500,15400
BIWEEKLY,MARRIED,STANDARD,144500,146500,3000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,144500,146500,9600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,144500,146500,5900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,144500,146500,11600
BIWEEKLY,SINGLE,STANDARD,144500,146500,9600
BIWEEKLY,SINGLE,STEP2_CHECKBOX,144500,146500,15900
BIWEEKLY,MARRIED,STANDARD,146500,148500,3200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,146500,148500,9900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,146500,148500,6100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,146500,148500,11900
BIWEEKLY,SINGLE,STANDARD,146500,148500,9900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,146500,148500,16300
BIWEEKLY,MARRIED,STANDARD,148500,150500,3400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,148500,150500,10100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,148500,150500,6300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,148500,150500,12100
BIWEEKLY,SINGLE,STANDARD,148500,150500,10100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,148500,150500,16800
BIWEEKLY,MARRIED,STANDARD,150500,152500,3600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,150500,152500,10300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,150500,152500,6500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,150500,152500,12300
BIWEEKLY,SINGLE,STANDARD,150500,152500,10300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,150500,152500,17200
BIWEEKLY,MARRIED,STANDARD,152500,154500,3800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,152500,154500,10600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,152500,154500,6700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,152500,154500,12600
BIWEEKLY,SINGLE,STANDARD,152500,154500,10600
BIWEEKLY,SINGLE,STEP2_CHECKBOX,152500,154500,17600
BIWEEKLY,MARRIED,STANDARD,154500,156500,4000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,154500,156500,10800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,154500,156500,7000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,154500,156500,12800
BIWEEKLY,SINGLE,STANDARD,154500,156500,10800
BIWEEKLY,SINGLE,STEP2_CHECKBOX,154500,156500,18100
BIWEEKLY,MARRIED,STANDARD,156500,158500,4200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,156500,158500,11100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,156500,158500,7200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,156500,158500,13100
BIWEEKLY,SINGLE,STANDARD,156500,158500,11100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,156500,158500,18500
BIWEEKLY,MARRIED,STANDARD,158500,160500,4400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,158500,160500,11300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,158500,160500,7400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,158500,160500,13300
BIWEEKLY,SINGLE,STANDARD,158500,160500,11300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,158500,160500,19000
BIWEEKLY,MARRIED,STANDARD,160500,162500,4600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,160500,162500,11500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,160500,162500,7700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,160500,162500,13500
BIWEEKLY,SINGLE,STANDARD,160500,162500,11500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,160500,162500,19400
BIWEEKLY,MARRIED,STANDARD,162500,164500,4800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,162500,164500,11800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,162500,164500,7900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,162500,164500,13800
BIWEEKLY,SINGLE,STANDARD,162500,164500,11800
BIWEEKLY,SINGLE,STEP2_CHECKBOX,162500,164500,19800
BIWEEKLY,MARRIED,STANDARD,164500,166500,5000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,164500,166500,12000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,164500,166500,8200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,164500,166500,14000
BIWEEKLY,SINGLE,STANDARD,164500,166500,12000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,164500,166500,20300
BIWEEKLY,MARRIED,STANDARD,166500,168500,5200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,166500,168500,12300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,166500,168500,8400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,166500,168500,14300
BIWEEKLY,SINGLE,STANDARD,166500,168500,12300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,166500,168500,20700
BIWEEKLY,MARRIED,STANDARD,168500,170500,5400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,168500,170500,12500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,168500,170500,8600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,168500,170500,14600
BIWEEKLY,SINGLE,STANDARD,168500,170500,12500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,168500,170500,21200
BIWEEKLY,MARRIED,STANDARD,170500,172500,5600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,170500,172500,12700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,170500,172500,8900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,170500,172500,15100
BIWEEKLY,SINGLE,STANDARD,170500,172500,12700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,170500,172500,21600
BIWEEKLY,MARRIED,STANDARD,172500,174500,5800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,172500,174500,13000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,172500,174500,9100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,172500,174500,15500
BIWEEKLY,SINGLE,STANDARD,172500,174500,13000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,172500,174500,22000
BIWEEKLY,MARRIED,STANDARD,174500,176500,6000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,174500,176500,13200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,174500,176500,9400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,174500,176500,16000
BIWEEKLY,SINGLE,STANDARD,174500,176500,13200
BIWEEKLY,SINGLE,STEP2_CHECKBOX,174500,176500,22500
BIWEEKLY,MARRIED,STANDARD,176500,178500,6200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,176500,178500,13500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,176500,178500,9600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,176500,178500,16400
BIWEEKLY,SINGLE,STANDARD,176500,178500,13500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,176500,178500,22900
BIWEEKLY,MARRIED,STANDARD,178500,180500,6400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,178500,180500,13700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,178500,180500,9800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,178500,180500,16800
BIWEEKLY,SINGLE,STANDARD,178500,180500,13700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,178500,180500,23400
BIWEEKLY,MARRIED,STANDARD,180500,182500,6600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,180500,182500,13900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,180500,182500,10100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,180500,182500,17300
BIWEEKLY,SINGLE,STANDARD,180500,182500,13900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,180500,182500,23800
BIWEEKLY,MARRIED,STANDARD,182500,184500,6800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,182500,184500,14200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,182500,184500,10300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,182500,184500,17700
BIWEEKLY,SINGLE,STANDARD,182500,184500,14200
BIWEEKLY,SINGLE,STEP2_CHECKBOX,182500,184500,24200
BIWEEKLY,MARRIED,STANDARD,184500,186500,7000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,184500,186500,14400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,184500,186500,10600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,184500,186500,18200
BIWEEKLY,SINGLE,STANDARD,184500,186500,14400
BIWEEKLY,SINGLE,STEP2_CHECKBOX,184500,186500,24700
BIWEEKLY,MARRIED,STANDARD,186500,188500,7200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,186500,188500,14700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,186500,188500,10800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,186500,188500,18600
BIWEEKLY,SINGLE,STANDARD,186500,188500,14700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,186500,188500,25100
BIWEEKLY,MARRIED,STANDARD,188500,190500,7400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,188500,190500,14900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,188500,190500,11000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,188500,190500,19000
BIWEEKLY,SINGLE,STANDARD,188500,190500,14900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,188500,190500,25600
BIWEEKLY,MARRIED,STANDARD,190500,192500,7600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,190500,192500,15100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,190500,192500,11300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,190500,192500,19500
BIWEEKLY,SINGLE,STANDARD,190500,192500,15100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,190500,192500,26000
BIWEEKLY,MARRIED,STANDARD,192500,194500,7800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,192500,194500,15400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,192500,194500,11500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,192500,194500,19900
BIWEEKLY,SINGLE,STANDARD,192500,194500,15400
BIWEEKLY,SINGLE,STEP2_CHECKBOX,192500,194500,26400
BIWEEKLY,MARRIED,STANDARD,194500,196500,8000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,194500,196500,15600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,194500,196500,11800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,194500,196500,20400
BIWEEKLY,SINGLE,STANDARD,194500,196500,15600
BIWEEKLY,SINGLE,STEP2_CHECKBOX,194500,196500,26900
BIWEEKLY,MARRIED,STANDARD,196500,198500,8200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,196500,198500,15900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,196500,198500,12000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,196500,198500,20800
BIWEEKLY,SINGLE,STANDARD,196500,198500,15900
BIWEEKLY,SINGLE,STEP2_CHECKBOX,196500,198500,27300
BIWEEKLY,MARRIED,STANDARD,198500,200500,8400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,198500,200500,16100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,198500,200500,12200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,198500,200500,21200
BIWEEKLY,SINGLE,STANDARD,198500,200500,16100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,198500,200500,27800
BIWEEKLY,MARRIED,STANDARD,200500,202500,8600
BIWEEKLY,MARRIED,STEP2_CHECKBOX,200500,202500,16300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,200500,202500,12500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,200500,202500,21700
BIWEEKLY,SINGLE,STANDARD,200500,202500,16300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,200500,202500,28200
BIWEEKLY,MARRIED,STANDARD,202500,204500,8800
BIWEEKLY,MARRIED,STEP2_CHECKBOX,202500,204500,16600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,202500,204500,12700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,202500,204500,22100
BIWEEKLY,SINGLE,STANDARD,202500,204500,16600
BIWEEKLY,SINGLE,STEP2_CHECKBOX,202500,204500,28600
BIWEEKLY,MARRIED,STANDARD,204500,206500,9000
BIWEEKLY,MARRIED,STEP2_CHECKBOX,204500,206500,16800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,204500,206500,13000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,204500,206500,22600
BIWEEKLY,SINGLE,STANDARD,204500,206500,16800
BIWEEKLY,SINGLE,STEP2_CHECKBOX,204500,206500,29100
BIWEEKLY,MARRIED,STANDARD,206500,208500,9200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,206500,208500,17100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,206500,208500,13200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,206500,208500,23000
BIWEEKLY,SINGLE,STANDARD,206500,208500,17100
BIWEEKLY,SINGLE,STEP2_CHECKBOX,206500,208500,29500
BIWEEKLY,MARRIED,STANDARD,208500,210500,9500
BIWEEKLY,MARRIED,STEP2_CHECKBOX,208500,210500,17300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,208500,210500,13400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,208500,210500,23400
BIWEEKLY,SINGLE,STANDARD,208500,210500,17300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,208500,210500,30000
BIWEEKLY,MARRIED,STANDARD,210500,212500,9700
BIWEEKLY,MARRIED,STEP2_CHECKBOX,210500,212500,17500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,210500,212500,13700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,210500,212500,23900
BIWEEKLY,SINGLE,STANDARD,210500,212500,17500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,210500,212500,30400
BIWEEKLY,MARRIED,STANDARD,212500,214500,9900
BIWEEKLY,MARRIED,STEP2_CHECKBOX,212500,214500,17800
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,212500,214500,13900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,212500,214500,24300
BIWEEKLY,SINGLE,STANDARD,212500,214500,17800
BIWEEKLY,SINGLE,STEP2_CHECKBOX,212500,214500,30800
BIWEEKLY,MARRIED,STANDARD,214500,216500,10200
BIWEEKLY,MARRIED,STEP2_CHECKBOX,214500,216500,18000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,214500,216500,14200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,214500,216500,24800
BIWEEKLY,SINGLE,STANDARD,214500,216500,18000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,214500,216500,31300
BIWEEKLY,MARRIED,STANDARD,216500,218500,10400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,216500,218500,18300
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,216500,218500,14400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,216500,218500,25200
BIWEEKLY,SINGLE,STANDARD,216500,218500,18300
BIWEEKLY,SINGLE,STEP2_CHECKBOX,216500,218500,31700
BIWEEKLY,MARRIED,STANDARD,218500,220500,10700
BIWEEKLY,MARRIED,STEP2_CHECKBOX,218500,220500,18500
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,218500,220500,14600
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,218500,220500,25600
BIWEEKLY,SINGLE,STANDARD,218500,220500,18500
BIWEEKLY,SINGLE,STEP2_CHECKBOX,218500,220500,32200
BIWEEKLY,MARRIED,STANDARD,220500,222500,10900
BIWEEKLY,MARRIED,STEP2_CHECKBOX,220500,222500,18700
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,220500,222500,14900
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,220500,222500,26100
BIWEEKLY,SINGLE,STANDARD,220500,222500,18700
BIWEEKLY,SINGLE,STEP2_CHECKBOX,220500,222500,32600
BIWEEKLY,MARRIED,STANDARD,222500,224500,11100
BIWEEKLY,MARRIED,STEP2_CHECKBOX,222500,224500,19000
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,222500,224500,15100
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,222500,224500,26500
BIWEEKLY,SINGLE,STANDARD,222500,224500,19000
BIWEEKLY,SINGLE,STEP2_CHECKBOX,222500,224500,33000
BIWEEKLY,MARRIED,STANDARD,224500,226500,11400
BIWEEKLY,MARRIED,STEP2_CHECKBOX,224500,226500,19200
BIWEEKLY,HEAD_OF_HOUSEHOLD,STANDARD,224500,226500,15400
BIWEEKLY,HEAD_OF_HOUSEHOLD,STEP2_CHECKBOX,224500,226500,27000
BIWEEKLY,SINGLE,STANDARD,224500,226500,19200
